name,Canonical SMILES,InChIKey,Toxicity Value,SPECTRUMID
"Massbank:EA294601 Triclopyr| 2-(3,5,6-trichloropyridin-2-yl)oxyacetic acid [M+H]+",O=C(O)COc1nc(Cl)c(Cl)cc1Cl,REEQLXCGVXDJSQ-UHFFFAOYSA-N,310.0338436,CCMSLIB00000212663
Massbank:KO002597 Cyclohexylamine|Cyclohexanamine [M+H]+,NC1CCCCC1,PAFZNILMFXTMIY-UHFFFAOYSA-N,519.9632974,CCMSLIB00000217689
Massbank:KO002849 Ethanolamine|Aminoethanol|2-Hydroxyethylamine [M+H]+,NCCO,HZAXFHJVJLSVMW-UHFFFAOYSA-N,619.9594001,CCMSLIB00000218200
"Massbank:KO003547 4,4'-Methylene bis(o-chloroaniline)|Methylenebis(chloroaniline)|4,4'-Methylene-bis-(2-chloroaniline) [M+H]+",Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,IBOFVQJTBBUKMU-UHFFFAOYSA-N,399.9865248,CCMSLIB00000219624
"Massbank:KO003710 1,3-Phenylenediamine|1,3-Benzenediamine|Benzenediamine|Phenylenediamine|m-Diaminobenzene|Diaminobenzene|m-Phenylenediamine [M+H]+",Nc1cccc(N)c1,GEQHKFFSPGPGLN-UHFFFAOYSA-N,475.1581229,CCMSLIB00000219944
Massbank:UF413802 4-Chloroaniline M+H,Nc1ccc(Cl)cc1,QSNSCYSYFYORTR-UHFFFAOYSA-N,349.9890263,CCMSLIB00005726480
Massbank:KO000833 Glycolate|Hydroxyacetic acid|Glycolic acid M-H,O=C(O)CO,AEMRFAOFKBGASW-UHFFFAOYSA-N,1919.974755,CCMSLIB00005728101
"Massbank:KO000590 2,6-Dichloro-4-nitroaniline|DCNA|Dichloran M-H",Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,BIXZHMJUSMUDOQ-UHFFFAOYSA-N,1449.957973,CCMSLIB00005728562
"Massbank:KO001968 2,4,5-Trichlorophenoxyacetate|2,4,5-Trichlorophenoxyacetic acid M-H",O=C(O)COc1cc(Cl)c(Cl)cc1Cl,SMYMJHWAQXWPDB-UHFFFAOYSA-N,381.023861,CCMSLIB00005728884
Massbank:EQ359508 Benzenesulfonamide|Benzenesulfonimidic acid M+H,NS(=O)(=O)c1ccccc1,KHBQMWCZKVMBLN-UHFFFAOYSA-N,599.9847321,CCMSLIB00005730187
"Massbank:EA008764 Ioxynil|4-Hydroxy-3,5-diiodobenzonitrile|3,5-bis(iodanyl)-4-oxidanyl-benzenecarbonitrile M-H",N#Cc1cc(I)c(O)c(I)c1,NRXQIUSYPAHGNM-UHFFFAOYSA-N,75.99897542,CCMSLIB00005730370
Massbank:EQ315405 Triethyl phosphate|TEP|Phosphoric acid triethyl ester M+H,CCOP(=O)(OCC)OCC,DQWPFSLDHJDLRL-UHFFFAOYSA-N,1599.947299,CCMSLIB00005730391
"Massbank:EA027062 Dichlorprop|2-(2,4-dichlorophenoxy)propanoic acid M-H",CC(Oc1ccc(Cl)cc1Cl)C(=O)O,MZHCENGPTKEIGP-UHFFFAOYSA-N,619.9841743,CCMSLIB00005730452
"Massbank:EA025758 Dinoseb|2,4-dinitro-6-sec-butyl-phenol M-H",CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,OWZPCEFYPSAJFR-UHFFFAOYSA-N,19.99958372,CCMSLIB00005730461
"Massbank:EA026759 2,4-D|2-(2,4-dichlorophenoxy)acetic acid M-H",O=C(O)COc1ccc(Cl)cc1Cl,OVSKIKFHRZPJSS-UHFFFAOYSA-N,603.620821,CCMSLIB00005730472
"Massbank:EQ315001 Tributylamine|1-Butanamine, N,N-dibutyl-|N,N-dibutyl-1-butanamine M+H",CCCCN(CCCC)CCCC,IMFACGCPASFAPR-UHFFFAOYSA-N,349.990559,CCMSLIB00005730528
"Massbank:EQ357555 2,3,4,6-Tetrachlorophenol|1-Hydroxy-2,3,4, 6-tetrachlorobenzene M-H",Oc1c(Cl)cc(Cl)c(Cl)c1Cl,,250.0075468,CCMSLIB00005730538
"Massbank:EQ311903 Vinclozolin|3-(3,5-dichlorophenyl)-5-ethenyl-5-methyl-1,3-oxazolidine-2,4-dione M+H",C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,FSCWZHGZWWDELK-UHFFFAOYSA-N,7999.888157,CCMSLIB00005730609
Massbank:EQ309301 Fluazifop-butyl|2-[4-[[5-(trifluoromethyl)-2-pyridinyl]oxy]phenoxy]propanoic acid butyl ester M+H,CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,VAIZTNZGPYBOGF-UHFFFAOYSA-N,2659.235823,CCMSLIB00005730767
Massbank:EQ311504 Parathion|diethoxy-(4-nitrophenoxy)-sulfanylidene-$l^{5}-phosphane M+H,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,LCCNCVORNKJIRZ-UHFFFAOYSA-N,7.99986266,CCMSLIB00005730802
"Massbank:EA002463 Bromoxynil|3,5-bis(bromanyl)-4-oxidanyl-benzenecarbonitrile M-H",N#Cc1cc(Br)c(O)c(Br)c1,UPMXNNIRAGDFEH-UHFFFAOYSA-N,62.99886245,CCMSLIB00005730947
"Massbank:EQ312052 4,6-dinitro-o-cresol|DNOC|2-methyl-4,6-dinitro-phenol M-H",Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,ZXVONLUNISGICL-UHFFFAOYSA-N,24.59950338,CCMSLIB00005731419
"Massbank:EQ345204 N-Nitrosodiethylamine (NDEA)|N,N-diethylnitrous amide M+H",CCN(CC)N=O,WBNQDOYYEUMPFS-UHFFFAOYSA-N,250.007343,CCMSLIB00005731464
Massbank:PS088801 gamma-Nonalactone|4-Hydroxynonanoic acid lactone|Apricolin|gamma-Nonanoic lactone|Coconut aldehyde|gamma-Nonyl lactone|Dihydro-5-pentyl-2(3H)-furanone|Aldehyde C-18|gamma-Nonyllactone|5-pentyloxolan-2 M+H,CCCCCC1CCC(=O)O1,OALYTRUKMRCXNH-UHFFFAOYSA-N,3439.889901,CCMSLIB00005755765
Massbank:PS035407 Thioglycolic acid solution|Mercaptoacetic acid|Mercaptoethanoic acid|Thioglycolate|Thiovanic acid|TGA|Mercaptoacetate M+H,O=C(O)CS,CWERGRDVMFNCDR-UHFFFAOYSA-N,126.0013677,CCMSLIB00005757365
Massbank:PS032001 Phenyldiazane|Phenylhydrazine|Hydrazinobenzene M+H,NNc1ccccc1,HKOOXMFOFWEVGF-UHFFFAOYSA-N,79.997041,CCMSLIB00005758195
Massbank:LU034505 Hexamethylphosphoramide|N-[bis(dimethylamino)phosphoryl]-N-methylmethanamine M+H,CN(C)P(=O)(N(C)C)N(C)C,GNOIPBMMFNIUFM-UHFFFAOYSA-N,1599.964285,CCMSLIB00005759931
Massbank:LU113651 1-Naphthol|naphthalen-1-ol M-H,Oc1cccc2ccccc12,KJCVRFUGPWSIIH-UHFFFAOYSA-N,1999.958383,CCMSLIB00005760032
Massbank:LU020306 Benodanil|2-iodo-N-phenylbenzamide M+H,O=C(Nc1ccccc1)c1ccccc1I,LJOZMWRYMKECFF-UHFFFAOYSA-N,6399.940577,CCMSLIB00005760051
Massbank:LU110655 Methylparaben|methyl 4-hydroxybenzoate M-H,COC(=O)c1ccc(O)cc1,LXCFILQKKLGQFO-UHFFFAOYSA-N,3000.019715,CCMSLIB00005760207
"Massbank:LU029955 2,6-Di-tert-butyl-4-nitrophenol|2,6-ditert-butyl-4-nitrophenol M-H",CC(C)(C)c1cc([N+](=O)[O-])cc(C(C)(C)C)c1O,FCGKUUOTWLWJHE-UHFFFAOYSA-N,799.9809018,CCMSLIB00005760383
Massbank:LU072354 Fosamine|carbamoyl(ethoxy)phosphinic acid M-H,CCOP(=O)(O)C(N)=O,UCHDFLNGIZUADY-UHFFFAOYSA-N,7379.807154,CCMSLIB00005760467
Massbank:LU125552 Thiophanate|N'-ethoxycarbonyl-N-[2-[(N-ethoxycarbonyl-C-sulfanylcarbonimidoyl)amino]phenyl]carbamimidothioic acid M-H,CCOC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OCC,YFNCATAIYKQPOO-UHFFFAOYSA-N,10001.18773,CCMSLIB00005760647
Massbank:LU062303 Pirimiphos-ethyl M+H,CCOP(=S)(OCC)Oc1cc(C)nc(N(CC)CC)n1,TZBPRYIIJAJUOY-UHFFFAOYSA-N,49.99940015,CCMSLIB00005760987
"Massbank:LU067752 2,4,5-Trichlorophenol M-H",Oc1cc(Cl)c(Cl)cc1Cl,LHJGJYXLEPZJPM-UHFFFAOYSA-N,999.7568981,CCMSLIB00005761073
"Massbank:LU099552 2,4,6-Trichlorophenol M-H",Oc1c(Cl)cc(Cl)cc1Cl,LINPIYWFGCPVIE-UHFFFAOYSA-N,999.7568981,CCMSLIB00005761096
Massbank:LU084705 Triethylene glycol bis(2-ethylhexanoate)|2-[2-[2-(2-ethylhexanoyloxy)ethoxy]ethoxy]ethyl 2-ethylhexanoate M+H,CCCCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CCCC,FRQDZJMEHSJOPU-UHFFFAOYSA-N,21001.46063,CCMSLIB00005762011
"Massbank:AU242304 Quaternium-15 (free base)|Chloroallyl methenamine|1-[(Z)-3-chloroprop-2-enyl]-3,5,7-triaza-1-azoniatricyclo[3.3.1.1^{3,7}]decane M+H",ClC=CC[N+]12CN3CN(CN(C3)C1)C2,LDLCEGCJYSDJLX-UHFFFAOYSA-N,709.9736688,CCMSLIB00005772318
Massbank:AU261605 Parathion-methyl|Methyl parathion|dimethoxy-(4-nitrophenoxy)-sulfanylidene-lambda5-phosphane M+H,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,RLBIQVVOMOPOHC-UHFFFAOYSA-N,1269.995176,CCMSLIB00005773621
"MassbankEU:UA001803 1,4-naphthalene-dione|naphthalene-1,4-dione [M+H]+",O=C1C=CC(=O)c2ccccc21,FRASJONUBLZVQX-UHFFFAOYSA-N,399.9848253,CCMSLIB00000579136
MassbankEU:SM809101 Imidazole|1H-imidazole [M+H]+,c1c[nH]cn1,RAXXELZNTBOGNW-UHFFFAOYSA-N,760.0111627,CCMSLIB00000841524
MassbankEU:SM817603 Butylamine|Butan-1-amine [M+H]+,CCCCN,HQABUPZFAYXKJW-UHFFFAOYSA-N,430.0058788,CCMSLIB00000841571
ACRYLAMIDE M+H,C=CC(N)=O,HRPVXLWXLXDGHG-UHFFFAOYSA-N,150.0021104,CCMSLIB00006678429
HMDB:HMDB01881-1781 Propylene glycol M+H,CC(O)CO,DNIAPMSPPWPWGF-UHFFFAOYSA-N,18348.79426,CCMSLIB00000425461
HMDB:HMDB00509-729 Senecioic acid M-H,CC(C)=CC(=O)O,YYPNJNDODFVZLE-UHFFFAOYSA-N,3000.089893,CCMSLIB00000425622
HMDB:HMDB06478-2485 Iso-Valeraldehyde M+H,CC(C)CC=O,YGHRJJRRZDOVPD-UHFFFAOYSA-N,2949.863004,CCMSLIB00000425880
HMDB:HMDB01453-1584 Thiocyanate M-H,N#CS,ZMZDMBWJUHKJPS-UHFFFAOYSA-N,499.9746165,CCMSLIB00000426011
